38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,80:8d:b7:55:3a:41,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:30,38:17:c3:19:71:90,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:09:83,38:17:c3:19:45:a0,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:19:71:92,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:23,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:1f:08:50,38:17:c3:19:55:40,38:17:c3:19:55:41,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:d7:53,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:42,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:41,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:36:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:19:36:31,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:22:20,38:17:c3:19:71:82,00:4e:35:df:0e:11,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:0e:01,00:4e:35:df:27:01,00:4e:35:df:27:10,00:4e:35:df:27:11,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:df:27:00,9c:d6:43:60:92:e0,x,y,timestamp
-75,-83,-62,-62,-62,-76,-84,-76,-83,-51,-82,-46,-70,-79,-82,-46,-77,-45,-77,-77,-76,-25,-100,-86,-87,-87,-71,-91,-72,-79,-77,-76,-57,-93,-58,-57,-92,-72,-90,-72,-91,-85,-88,-66,-82,-80,-76,-86,-89,-68,-87,-100,-86,-86,-89,-87,-66,-85,-68,-91,-90,-82,-77,-77,-49,-50,-75,-100,-93,-91,-90,-78,-82,-77,-77,-100,-100,-79,-84,-100,-75,-77,-77,-81,-78,-93,-88,-85,-83,-85,-89,-91,-89,-78,-100,-85,-100,-88,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-90,-85,-86,-86,-87,-89,-86,-90,-89,-91,-90,-92,-90,-86,-87,-90,-89,-89,-90,-87,-88,-90,-81,-82,-90,-90,-94,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,408,7349665613810
-73,-83,-61,-59,-60,-71,-84,-73,-83,-51,-84,-47,-71,-79,-81,-46,-78,-47,-78,-78,-78,-30,-100,-83,-84,-84,-71,-85,-70,-78,-76,-76,-56,-90,-55,-56,-92,-73,-86,-72,-85,-85,-91,-66,-82,-82,-77,-87,-86,-68,-87,-100,-86,-86,-89,-86,-66,-87,-67,-91,-90,-82,-76,-77,-51,-52,-78,-100,-93,-91,-90,-79,-78,-77,-78,-100,-91,-74,-84,-92,-75,-82,-81,-82,-82,-93,-86,-85,-84,-87,-87,-91,-89,-82,-94,-88,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-91,-85,-86,-85,-85,-89,-85,-91,-91,-91,-90,-92,-90,-86,-90,-90,-89,-89,-90,-87,-88,-90,-81,-80,-90,-90,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,408,7355738526725
-71,-83,-62,-62,-62,-73,-84,-71,-83,-51,-84,-46,-67,-77,-81,-46,-78,-46,-78,-78,-78,-23,-100,-85,-85,-85,-69,-85,-71,-75,-74,-75,-56,-89,-57,-56,-92,-66,-86,-71,-85,-85,-89,-68,-82,-81,-80,-85,-89,-68,-87,-100,-86,-86,-89,-86,-68,-85,-69,-91,-90,-82,-76,-74,-50,-51,-78,-100,-93,-91,-90,-77,-78,-78,-79,-88,-88,-76,-88,-92,-76,-83,-83,-82,-84,-93,-85,-85,-84,-84,-87,-91,-89,-83,-94,-89,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-85,-86,-85,-85,-88,-85,-93,-91,-91,-90,-90,-90,-86,-89,-90,-89,-89,-90,-87,-88,-89,-80,-82,-90,-90,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,408,7361896412868
-71,-83,-63,-64,-63,-72,-84,-71,-83,-52,-82,-46,-67,-81,-82,-47,-77,-46,-76,-76,-88,-25,-100,-86,-84,-84,-71,-91,-73,-78,-76,-78,-57,-90,-57,-56,-92,-73,-86,-73,-85,-85,-92,-68,-83,-83,-82,-86,-89,-68,-100,-100,-100,-86,-89,-86,-68,-85,-67,-91,-90,-82,-76,-77,-50,-53,-76,-100,-85,-91,-90,-77,-77,-76,-79,-88,-88,-79,-88,-92,-76,-83,-82,-82,-82,-93,-87,-85,-84,-84,-87,-91,-96,-83,-94,-88,-100,-88,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-85,-86,-87,-86,-88,-86,-90,-89,-91,-90,-90,-90,-86,-89,-90,-89,-89,-90,-87,-89,-88,-80,-82,-90,-90,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,408,7368126984480
-69,-83,-68,-64,-63,-69,-84,-69,-83,-55,-77,-47,-69,-80,-80,-47,-79,-47,-79,-79,-79,-23,-100,-80,-81,-80,-72,-88,-73,-72,-73,-73,-61,-92,-61,-60,-100,-73,-90,-73,-90,-85,-90,-72,-83,-83,-82,-86,-89,-65,-100,-100,-100,-86,-89,-86,-64,-85,-64,-91,-90,-81,-76,-77,-54,-54,-75,-100,-85,-100,-100,-77,-76,-75,-71,-88,-88,-71,-88,-92,-75,-77,-77,-86,-76,-100,-89,-84,-84,-86,-87,-91,-96,-77,-94,-80,-100,-88,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-85,-86,-87,-86,-90,-86,-89,-88,-91,-90,-90,-100,-86,-89,-90,-89,-89,-90,-87,-91,-88,-89,-88,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7410225017798
-67,-83,-70,-69,-70,-69,-84,-69,-83,-62,-81,-46,-71,-81,-81,-46,-81,-46,-81,-81,-81,-25,-100,-80,-84,-80,-77,-87,-76,-73,-73,-73,-59,-91,-60,-58,-100,-77,-87,-75,-88,-85,-90,-72,-80,-80,-82,-85,-89,-63,-100,-100,-100,-86,-89,-85,-67,-87,-65,-91,-90,-80,-73,-76,-60,-59,-76,-100,-93,-100,-100,-77,-76,-75,-70,-88,-88,-70,-88,-92,-71,-86,-77,-86,-77,-100,-89,-87,-85,-86,-90,-91,-96,-76,-94,-82,-100,-88,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-85,-86,-88,-88,-90,-89,-94,-94,-91,-90,-90,-100,-88,-89,-90,-89,-100,-100,-100,-95,-88,-89,-88,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7415307474566
-66,-83,-72,-71,-74,-67,-84,-66,-83,-56,-84,-46,-73,-82,-81,-46,-81,-45,-81,-80,-81,-25,-100,-84,-86,-86,-75,-86,-75,-72,-72,-71,-59,-89,-60,-59,-100,-76,-88,-74,-87,-85,-88,-74,-84,-81,-79,-84,-89,-66,-100,-100,-100,-86,-100,-86,-66,-84,-66,-91,-90,-81,-75,-72,-59,-58,-76,-100,-93,-100,-100,-73,-76,-75,-70,-88,-88,-70,-88,-92,-75,-75,-75,-86,-75,-100,-91,-87,-85,-86,-88,-91,-96,-75,-94,-85,-92,-88,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-100,-88,-88,-90,-89,-90,-91,-91,-90,-90,-100,-88,-89,-90,-89,-100,-100,-100,-91,-88,-89,-88,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7420544052325
-66,-83,-72,-71,-72,-67,-84,-70,-83,-58,-83,-45,-65,-84,-83,-45,-79,-45,-79,-82,-79,-23,-100,-84,-83,-83,-73,-91,-73,-77,-78,-80,-58,-93,-59,-59,-100,-74,-88,-73,-87,-85,-88,-72,-79,-80,-79,-89,-89,-67,-100,-100,-100,-86,-100,-86,-67,-84,-68,-100,-100,-81,-75,-72,-59,-57,-73,-100,-93,-100,-100,-73,-74,-73,-74,-88,-88,-74,-88,-92,-74,-77,-76,-85,-77,-100,-92,-85,-85,-86,-88,-100,-96,-78,-94,-84,-92,-88,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-87,-88,-91,-90,-90,-91,-90,-89,-91,-90,-90,-89,-86,-89,-90,-89,-100,-100,-100,-89,-88,-88,-88,-100,-100,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7426416111958
-68,-83,-68,-69,-69,-68,-84,-68,-83,-56,-81,-48,-68,-81,-81,-48,-78,-47,-79,-79,-80,-24,-100,-82,-83,-83,-72,-88,-72,-77,-78,-77,-58,-90,-59,-57,-100,-73,-88,-73,-86,-85,-88,-74,-82,-82,-78,-89,-89,-66,-100,-100,-100,-86,-100,-86,-67,-84,-66,-100,-100,-83,-75,-73,-58,-55,-78,-100,-88,-100,-100,-76,-77,-77,-78,-88,-88,-77,-88,-92,-77,-76,-76,-85,-76,-100,-90,-85,-85,-86,-89,-100,-96,-76,-94,-82,-90,-88,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-91,-87,-88,-91,-90,-90,-92,-90,-89,-91,-90,-90,-89,-86,-89,-100,-100,-100,-100,-100,-89,-88,-88,-86,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7431957168518
-70,-100,-70,-71,-71,-70,-100,-70,-100,-61,-80,-46,-67,-82,-80,-47,-78,-47,-79,-79,-79,-25,-100,-85,-83,-85,-72,-89,-73,-75,-74,-75,-60,-90,-60,-61,-100,-73,-90,-74,-88,-85,-89,-70,-81,-83,-79,-87,-89,-64,-100,-100,-100,-100,-100,-89,-64,-86,-64,-100,-100,-84,-74,-75,-61,-60,-78,-100,-89,-100,-100,-73,-78,-76,-76,-88,-88,-75,-88,-92,-77,-77,-76,-85,-75,-100,-88,-83,-82,-85,-89,-100,-96,-76,-94,-85,-90,-88,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-92,-87,-88,-91,-90,-90,-92,-90,-89,-91,-90,-88,-89,-86,-89,-100,-100,-100,-100,-100,-91,-88,-88,-86,-100,-100,-86,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,386,7437849661329
-73,-100,-68,-68,-67,-73,-100,-72,-100,-51,-80,-49,-65,-82,-80,-49,-76,-48,-76,-75,-77,-23,-100,-84,-82,-82,-72,-88,-74,-75,-77,-76,-61,-90,-62,-61,-100,-73,-88,-73,-89,-100,-92,-66,-81,-83,-79,-86,-85,-66,-100,-84,-100,-100,-100,-89,-65,-87,-63,-100,-100,-84,-80,-80,-52,-52,-77,-100,-90,-100,-100,-80,-75,-77,-71,-88,-88,-71,-88,-92,-71,-79,-79,-85,-79,-100,-81,-83,-82,-86,-89,-100,-89,-79,-89,-80,-91,-89,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-89,-87,-88,-91,-90,-79,-92,-92,-89,-92,-90,-81,-89,-86,-89,-100,-100,-90,-89,-89,-90,-88,-88,-86,-100,-100,-86,-89,-87,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7483662541103
-72,-100,-67,-67,-67,-75,-100,-72,-100,-55,-80,-49,-64,-81,-78,-48,-78,-49,-79,-79,-78,-26,-100,-82,-83,-83,-71,-88,-69,-74,-73,-75,-61,-88,-61,-61,-100,-71,-87,-71,-89,-100,-92,-73,-81,-81,-75,-86,-84,-64,-100,-83,-100,-85,-100,-89,-64,-87,-65,-100,-100,-79,-79,-79,-56,-55,-78,-100,-90,-100,-100,-79,-79,-78,-73,-88,-88,-71,-88,-92,-72,-77,-80,-81,-79,-100,-85,-83,-82,-86,-85,-100,-89,-79,-88,-81,-92,-89,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-86,-100,-100,-89,-87,-88,-86,-86,-81,-86,-92,-91,-92,-90,-82,-88,-83,-90,-100,-100,-90,-89,-89,-90,-88,-88,-86,-100,-100,-86,-89,-87,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7489616890371
-74,-100,-66,-65,-66,-73,-100,-72,-100,-57,-82,-51,-68,-79,-78,-51,-79,-51,-79,-79,-79,-26,-100,-85,-86,-85,-70,-88,-72,-78,-78,-78,-60,-90,-63,-61,-100,-72,-88,-72,-89,-100,-90,-79,-79,-83,-77,-86,-88,-66,-100,-83,-100,-85,-100,-89,-67,-87,-67,-100,-100,-80,-80,-81,-55,-55,-78,-100,-90,-100,-100,-79,-79,-77,-73,-88,-88,-71,-88,-92,-72,-78,-79,-81,-80,-100,-87,-83,-82,-86,-90,-100,-89,-91,-88,-79,-92,-89,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-86,-100,-100,-90,-87,-88,-86,-86,-82,-86,-92,-89,-92,-90,-80,-88,-83,-90,-100,-100,-90,-90,-88,-89,-88,-88,-86,-88,-89,-86,-89,-87,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7495679406307
-70,-100,-65,-64,-65,-72,-100,-70,-100,-52,-79,-54,-67,-79,-79,-54,-76,-54,-75,-76,-75,-25,-100,-80,-82,-81,-71,-86,-72,-75,-75,-74,-61,-86,-62,-61,-100,-72,-86,-72,-86,-100,-90,-74,-83,-82,-78,-86,-85,-67,-100,-84,-100,-84,-100,-89,-65,-87,-65,-100,-100,-84,-76,-76,-53,-52,-76,-100,-87,-100,-100,-79,-75,-76,-72,-88,-88,-68,-88,-92,-72,-82,-82,-81,-83,-100,-85,-87,-82,-86,-85,-100,-91,-81,-93,-79,-91,-89,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-86,-100,-100,-92,-87,-88,-86,-86,-85,-89,-92,-89,-92,-90,-84,-87,-83,-90,-100,-100,-90,-90,-88,-89,-90,-88,-86,-88,-89,-86,-89,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7501604849013
-75,-100,-69,-69,-69,-74,-100,-75,-100,-54,-81,-51,-68,-82,-79,-51,-79,-51,-78,-78,-78,-25,-100,-84,-84,-83,-74,-88,-74,-74,-76,-75,-63,-90,-62,-64,-100,-74,-89,-72,-86,-100,-91,-77,-82,-81,-78,-86,-86,-64,-100,-85,-100,-84,-90,-89,-64,-87,-64,-100,-100,-82,-78,-78,-55,-55,-77,-100,-87,-100,-100,-81,-76,-76,-72,-88,-88,-72,-88,-92,-72,-81,-81,-81,-81,-100,-85,-87,-82,-86,-85,-100,-91,-81,-91,-77,-91,-89,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-86,-100,-100,-89,-87,-88,-86,-86,-83,-89,-92,-90,-92,-90,-83,-87,-83,-90,-100,-100,-88,-90,-88,-91,-88,-88,-86,-88,-88,-86,-89,-87,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7507655752083
-75,-100,-69,-69,-69,-74,-100,-75,-100,-57,-77,-54,-64,-77,-78,-53,-81,-53,-80,-81,-80,-24,-100,-82,-83,-82,-75,-92,-74,-77,-76,-77,-63,-92,-64,-63,-100,-72,-89,-75,-86,-100,-91,-74,-82,-82,-75,-86,-86,-64,-100,-85,-100,-85,-90,-89,-64,-87,-64,-100,-100,-82,-80,-78,-54,-53,-90,-100,-86,-100,-100,-81,-76,-74,-70,-88,-88,-70,-88,-92,-71,-81,-79,-81,-81,-100,-85,-87,-82,-86,-85,-100,-91,-80,-90,-76,-92,-89,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-86,-100,-100,-89,-78,-82,-89,-86,-82,-91,-91,-90,-92,-94,-82,-88,-83,-90,-100,-100,-88,-90,-88,-91,-88,-88,-86,-87,-88,-86,-89,-87,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,364,7513617478123
-75,-100,-66,-65,-65,-75,-100,-75,-100,-54,-77,-54,-64,-77,-78,-54,-76,-56,-77,-75,-74,-25,-100,-84,-83,-83,-73,-92,-74,-74,-74,-74,-66,-78,-68,-66,-100,-74,-89,-74,-86,-100,-91,-72,-82,-82,-72,-86,-88,-68,-100,-87,-100,-86,-90,-89,-66,-87,-66,-100,-100,-82,-80,-78,-55,-54,-72,-100,-91,-100,-100,-79,-73,-72,-70,-100,-100,-76,-100,-100,-71,-69,-69,-79,-68,-100,-84,-87,-82,-86,-83,-100,-86,-70,-90,-80,-88,-84,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-86,-100,-100,-89,-80,-80,-86,-88,-78,-91,-91,-90,-92,-94,-78,-83,-80,-88,-100,-100,-88,-90,-88,-91,-88,-88,-86,-87,-85,-86,-100,-87,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,342,7561597709771
-73,-100,-66,-66,-66,-74,-100,-74,-100,-52,-76,-58,-64,-78,-78,-57,-77,-58,-78,-77,-78,-26,-100,-86,-83,-86,-73,-87,-75,-74,-73,-74,-71,-81,-72,-71,-100,-74,-86,-74,-86,-100,-91,-67,-82,-82,-72,-86,-87,-68,-100,-87,-100,-86,-90,-89,-67,-87,-67,-100,-100,-81,-82,-82,-52,-52,-70,-100,-91,-100,-100,-82,-70,-70,-73,-100,-100,-73,-100,-100,-77,-71,-70,-78,-70,-100,-81,-87,-82,-86,-80,-100,-86,-70,-90,-79,-87,-87,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-86,-100,-100,-92,-80,-80,-86,-86,-83,-91,-91,-90,-92,-94,-84,-88,-80,-90,-100,-100,-88,-90,-88,-91,-89,-88,-86,-88,-88,-86,-100,-87,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,342,7567339971331
-71,-100,-63,-65,-66,-73,-100,-74,-100,-60,-76,-59,-66,-76,-76,-58,-76,-58,-75,-75,-74,-25,-100,-86,-85,-85,-76,-86,-76,-71,-73,-73,-69,-78,-69,-69,-100,-77,-86,-76,-86,-100,-89,-69,-82,-80,-78,-86,-88,-64,-100,-87,-100,-86,-90,-89,-63,-87,-64,-100,-100,-81,-82,-82,-62,-61,-72,-100,-91,-100,-100,-82,-73,-72,-76,-100,-100,-76,-100,-100,-73,-70,-72,-78,-71,-100,-86,-87,-82,-86,-85,-100,-85,-71,-90,-82,-87,-87,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-86,-100,-100,-92,-80,-80,-86,-86,-80,-89,-91,-90,-92,-92,-79,-88,-80,-90,-100,-100,-88,-90,-88,-88,-89,-88,-86,-86,-84,-86,-100,-87,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,342,7571022388570
