38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,80:8d:b7:55:3a:41,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:30,38:17:c3:19:71:90,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:09:83,38:17:c3:19:45:a0,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:19:71:92,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:23,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:1f:08:50,38:17:c3:19:55:40,38:17:c3:19:55:41,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:d7:53,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:42,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:41,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:36:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:19:36:31,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:22:20,38:17:c3:19:71:82,00:4e:35:df:0e:11,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:0e:01,00:4e:35:df:27:01,00:4e:35:df:27:10,00:4e:35:df:27:11,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:df:27:00,9c:d6:43:60:92:e0,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-68,-100,-59,-73,-74,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-76,-77,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-41,-100,-100,-100,-81,-100,-100,-100,-100,-63,-63,-62,-42,-100,-100,-100,-82,-81,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-86,-86,-85,-93,-100,-100,-100,-100,-100,-100,-88,-87,-88,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,870,-273,10169648758932
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-73,-100,-58,-73,-73,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-77,-76,-78,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-42,-100,-100,-100,-83,-100,-100,-100,-100,-62,-64,-63,-43,-100,-100,-100,-82,-81,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-86,-85,-93,-100,-100,-100,-100,-100,-100,-88,-87,-88,-87,-87,-89,-87,-100,-100,-100,-100,-100,-100,870,-273,10174324572785
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-73,-100,-59,-74,-72,-100,-100,-100,-100,-100,-100,-24,-100,-100,-100,-100,-100,-100,-100,-77,-76,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-83,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-42,-100,-100,-100,-80,-100,-100,-100,-100,-61,-62,-65,-42,-100,-100,-100,-81,-80,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-85,-93,-100,-100,-100,-100,-100,-100,-87,-87,-88,-87,-87,-89,-88,-100,-100,-100,-100,-100,-100,870,-273,10179014323200
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-81,-100,-61,-81,-82,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-100,-80,-100,-100,-100,-100,-62,-62,-61,-47,-100,-100,-100,-77,-81,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-87,-87,-88,-86,-86,-89,-88,-100,-100,-100,-100,-100,-100,892,-273,10215706489227
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-100,-60,-82,-82,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-80,-79,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-100,-100,-79,-100,-100,-100,-100,-63,-62,-62,-48,-100,-100,-100,-77,-78,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-87,-87,-88,-87,-86,-100,-88,-100,-100,-100,-100,-100,-100,892,-273,10220117827403
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-100,-54,-84,-84,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-48,-100,-100,-100,-80,-100,-100,-100,-100,-63,-62,-62,-47,-100,-100,-100,-79,-81,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-85,-87,-88,-86,-86,-100,-88,-100,-100,-100,-100,-100,-100,892,-273,10224332632505
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-82,-100,-61,-84,-85,-100,-100,-100,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-77,-76,-78,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-79,-100,-100,-100,-100,-63,-64,-64,-49,-100,-100,-100,-77,-80,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-87,-87,-88,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,892,-273,10228988095212
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-82,-100,-62,-82,-82,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-80,-77,-79,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-100,-79,-100,-100,-100,-100,-63,-63,-64,-47,-100,-100,-100,-80,-80,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-88,-87,-92,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,892,-273,10233709685470
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-83,-100,-61,-82,-83,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-78,-77,-79,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-89,-89,-93,-100,-100,-100,-100,-100,-93,-90,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-79,-100,-100,-100,-100,-63,-62,-64,-48,-100,-100,-100,-77,-77,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-86,-85,-93,-100,-100,-90,-100,-100,-100,-87,-87,-92,-88,-86,-100,-88,-100,-100,-100,-100,-100,-100,892,-273,10238449783958
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-79,-100,-63,-78,-80,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-80,-80,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-93,-100,-88,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-50,-100,-100,-100,-81,-100,-100,-100,-100,-67,-67,-67,-51,-100,-100,-100,-84,-89,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-100,-89,-93,-100,-100,-90,-100,-100,-100,-92,-87,-92,-90,-89,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10292710687844
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-69,-100,-63,-78,-77,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-93,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-48,-100,-100,-100,-82,-100,-100,-100,-100,-67,-65,-69,-48,-100,-100,-100,-81,-81,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-100,-100,-100,-82,-88,-88,-89,-93,-100,-100,-90,-100,-100,-100,-88,-87,-92,-89,-89,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10297348844717
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-78,-100,-63,-78,-79,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-82,-82,-83,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-52,-100,-100,-100,-81,-100,-100,-100,-100,-67,-66,-68,-51,-100,-100,-100,-80,-81,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-81,-89,-88,-89,-93,-100,-100,-90,-100,-100,-100,-92,-87,-92,-89,-89,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10302024799351
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-80,-100,-63,-80,-80,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-100,-100,-100,-82,-100,-100,-100,-100,-68,-68,-68,-50,-100,-100,-100,-88,-81,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-81,-87,-88,-88,-93,-100,-100,-90,-100,-100,-100,-90,-87,-92,-89,-89,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10306524602109
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-79,-100,-65,-78,-78,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-80,-81,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-100,-100,-100,-80,-100,-100,-100,-100,-68,-69,-68,-53,-100,-100,-100,-82,-81,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-82,-87,-88,-89,-93,-100,-100,-90,-100,-100,-100,-89,-87,-92,-89,-89,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10311065915181
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-78,-100,-64,-81,-78,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-82,-82,-80,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-100,-80,-100,-100,-100,-100,-68,-68,-68,-49,-100,-100,-100,-80,-82,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-82,-88,-88,-86,-93,-100,-100,-90,-100,-100,-100,-91,-87,-92,-89,-91,-100,-88,-100,-100,-100,-100,-100,-100,936,-273,10315612888564
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-78,-100,-60,-81,-78,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-77,-78,-75,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-55,-100,-100,-100,-85,-100,-100,-100,-100,-69,-68,-68,-53,-100,-100,-100,-80,-86,-100,-86,-86,-100,-100,-100,-100,-100,-87,-100,-93,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-82,-85,-86,-86,-93,-100,-100,-90,-100,-100,-100,-86,-87,-92,-86,-86,-86,-88,-100,-100,-100,-100,-100,-100,958,-273,10351010962613
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-78,-100,-59,-78,-80,-100,-100,-100,-100,-100,-100,-24,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-100,-84,-100,-100,-100,-100,-70,-69,-69,-53,-100,-100,-100,-84,-85,-100,-86,-86,-100,-100,-100,-100,-100,-87,-100,-94,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-82,-86,-86,-86,-100,-100,-100,-90,-100,-100,-100,-86,-100,-92,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,958,-273,10355606460007
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-81,-100,-59,-80,-79,-100,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-100,-81,-100,-100,-100,-100,-70,-69,-69,-53,-100,-100,-100,-82,-83,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-94,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-82,-87,-86,-86,-100,-100,-100,-90,-100,-100,-100,-86,-100,-92,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,958,-273,10360205177766
