20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a3,38:17:c3:19:d7:71,38:17:c3:19:36:30,44:48:c1:91:aa:21,38:17:c3:1f:14:01,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,38:17:c3:1f:1c:11,80:8d:b7:55:25:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f1,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:31,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:03,38:17:c3:19:36:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:29:d0,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,38:17:c3:19:71:92,80:8d:b7:55:39:d1,38:17:c3:19:71:91,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:19:71:80,80:8d:b7:55:39:c1,80:8d:b7:55:29:d1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d2,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,38:17:c3:1f:22:21,x,y,timestamp
-81,-80,-85,-84,-84,-78,-76,-76,-86,-86,-87,-87,-88,-82,-82,-83,-73,-76,-73,-76,-58,-76,-58,-73,-79,-88,-73,-89,-88,-72,-73,-73,-88,-74,-86,-83,-78,-80,-84,-85,-85,-94,-87,-88,-88,-90,-57,-77,-77,-76,-83,-78,-80,-70,-80,-81,-91,-85,-90,-84,-89,-89,-84,-86,-65,-64,-65,-72,-81,-90,-86,-83,-72,-76,-77,-76,-87,-82,-85,-88,-83,-86,-84,-84,-84,-82,-89,-83,-82,-83,-84,-89,-81,-89,-93,-88,-78,-94,-62,-91,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,747,530442488181
-78,-79,-85,-84,-84,-80,-73,-76,-86,-86,-87,-87,-88,-81,-82,-81,-74,-78,-74,-77,-57,-79,-58,-74,-79,-90,-73,-88,-90,-74,-74,-74,-92,-74,-86,-77,-77,-80,-87,-85,-85,-94,-87,-88,-89,-90,-58,-77,-77,-77,-83,-78,-80,-71,-79,-82,-91,-83,-90,-84,-89,-90,-84,-87,-65,-64,-60,-68,-81,-90,-88,-83,-70,-76,-78,-78,-87,-83,-83,-88,-87,-82,-84,-84,-84,-81,-85,-83,-82,-82,-83,-89,-81,-89,-92,-88,-79,-94,-62,-91,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,747,534269521773
-84,-82,-85,-84,-84,-82,-73,-76,-86,-86,-87,-87,-88,-85,-85,-86,-74,-77,-74,-76,-57,-78,-58,-75,-79,-90,-75,-88,-90,-71,-72,-71,-92,-73,-86,-87,-87,-80,-85,-83,-83,-94,-100,-88,-89,-90,-57,-85,-86,-84,-83,-84,-77,-73,-76,-79,-91,-86,-100,-85,-100,-90,-80,-90,-60,-59,-67,-69,-80,-100,-88,-80,-71,-76,-83,-84,-87,-83,-84,-88,-87,-87,-87,-87,-88,-85,-85,-82,-86,-84,-83,-89,-81,-89,-92,-88,-79,-94,-62,-91,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,579943814985
-84,-82,-85,-84,-84,-81,-69,-76,-86,-86,-87,-87,-88,-84,-85,-86,-73,-77,-74,-75,-60,-76,-61,-73,-80,-90,-74,-88,-90,-72,-72,-73,-90,-73,-86,-85,-84,-80,-83,-81,-82,-94,-100,-88,-89,-90,-60,-84,-84,-85,-83,-85,-76,-69,-77,-79,-91,-83,-100,-85,-100,-91,-80,-90,-60,-61,-66,-69,-83,-90,-88,-80,-69,-83,-84,-85,-87,-83,-83,-88,-87,-91,-89,-87,-87,-85,-85,-84,-85,-86,-83,-89,-81,-89,-92,-88,-79,-94,-69,-91,-91,-88,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,583771668525
-84,-76,-85,-84,-88,-76,-72,-76,-86,-86,-87,-87,-88,-86,-85,-84,-77,-77,-78,-77,-49,-76,-50,-78,-75,-90,-77,-88,-90,-71,-71,-71,-88,-73,-86,-80,-79,-76,-83,-80,-81,-93,-100,-88,-89,-90,-50,-79,-80,-85,-85,-86,-80,-72,-77,-80,-91,-84,-100,-85,-100,-91,-82,-90,-66,-67,-63,-71,-84,-91,-88,-83,-72,-83,-86,-87,-87,-87,-87,-86,-87,-87,-87,-87,-89,-83,-85,-86,-82,-82,-86,-89,-81,-89,-92,-88,-79,-94,-69,-91,-91,-88,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,587589845347
-83,-83,-85,-84,-88,-82,-81,-83,-82,-83,-87,-89,-88,-85,-85,-85,-73,-72,-72,-72,-62,-73,-62,-72,-75,-90,-72,-88,-90,-75,-74,-74,-88,-75,-86,-79,-79,-76,-81,-81,-81,-93,-100,-88,-89,-90,-60,-79,-79,-85,-82,-85,-83,-70,-83,-80,-91,-81,-100,-81,-100,-89,-82,-90,-64,-67,-66,-70,-80,-91,-88,-81,-70,-83,-86,-85,-87,-86,-85,-86,-87,-87,-84,-87,-87,-84,-85,-85,-83,-84,-85,-89,-81,-89,-92,-88,-83,-94,-61,-91,-91,-88,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,591429874876
-83,-83,-85,-84,-88,-82,-76,-84,-84,-85,-87,-89,-88,-86,-86,-85,-71,-71,-72,-72,-61,-73,-62,-72,-80,-87,-73,-88,-90,-73,-72,-72,-88,-73,-86,-81,-81,-76,-82,-82,-82,-93,-100,-88,-89,-100,-62,-82,-81,-84,-82,-85,-81,-69,-82,-81,-91,-81,-100,-81,-100,-89,-81,-90,-69,-71,-63,-68,-82,-95,-88,-81,-68,-78,-86,-85,-87,-87,-86,-88,-87,-86,-87,-87,-86,-85,-89,-87,-84,-84,-87,-89,-82,-89,-93,-88,-81,-94,-61,-91,-91,-88,-86,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,595273471802
-83,-83,-85,-84,-88,-83,-76,-82,-84,-85,-89,-89,-88,-86,-86,-85,-72,-73,-72,-71,-60,-73,-60,-72,-80,-90,-71,-88,-90,-72,-72,-71,-88,-72,-86,-80,-81,-76,-82,-82,-82,-93,-100,-88,-89,-100,-59,-80,-80,-86,-84,-85,-81,-68,-82,-81,-91,-82,-100,-82,-100,-91,-80,-90,-70,-71,-68,-69,-80,-89,-88,-80,-69,-79,-85,-86,-87,-85,-84,-88,-87,-86,-86,-85,-87,-83,-89,-84,-85,-84,-85,-89,-82,-89,-93,-100,-81,-94,-61,-91,-91,-88,-88,-89,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,732,599109189249
-80,-80,-85,-88,-89,-79,-76,-82,-84,-84,-89,-89,-88,-86,-88,-88,-77,-79,-76,-79,-63,-79,-63,-76,-80,-91,-77,-88,-90,-71,-71,-72,-88,-72,-100,-77,-77,-80,-84,-84,-84,-93,-100,-100,-89,-100,-61,-76,-77,-88,-82,-87,-74,-68,-82,-80,-91,-82,-100,-82,-100,-87,-82,-90,-67,-69,-80,-66,-82,-89,-88,-82,-65,-79,-91,-90,-87,-85,-86,-89,-86,-86,-86,-85,-89,-81,-89,-85,-81,-81,-85,-89,-85,-100,-93,-100,-77,-100,-61,-100,-100,-88,-88,-89,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,639156752046
-80,-80,-85,-88,-89,-79,-76,-82,-84,-84,-89,-89,-88,-87,-89,-89,-78,-79,-78,-78,-60,-79,-60,-79,-79,-91,-79,-88,-90,-72,-74,-72,-88,-71,-100,-77,-78,-80,-82,-84,-83,-93,-100,-100,-89,-100,-60,-77,-77,-87,-67,-89,-77,-67,-76,-80,-91,-81,-100,-81,-100,-87,-85,-90,-70,-71,-80,-67,-81,-89,-88,-81,-66,-79,-91,-87,-87,-85,-86,-88,-83,-86,-86,-90,-88,-83,-89,-85,-83,-83,-86,-87,-85,-100,-93,-100,-77,-100,-61,-100,-100,-88,-88,-89,-94,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,642948974388
-80,-83,-85,-88,-89,-79,-76,-88,-89,-86,-87,-89,-89,-87,-89,-88,-77,-75,-78,-74,-52,-74,-54,-78,-79,-91,-78,-88,-90,-74,-75,-74,-88,-75,-100,-77,-77,-81,-83,-83,-82,-93,-100,-100,-89,-100,-53,-77,-78,-82,-84,-82,-77,-67,-76,-79,-91,-82,-100,-82,-100,-92,-85,-90,-64,-64,-64,-67,-89,-89,-88,-88,-66,-81,-81,-82,-87,-83,-83,-88,-83,-86,-85,-85,-86,-84,-89,-83,-84,-84,-81,-87,-86,-100,-93,-100,-77,-100,-61,-100,-100,-88,-88,-87,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,646765851105
-79,-80,-85,-88,-89,-80,-81,-88,-89,-86,-87,-88,-87,-85,-84,-85,-75,-75,-75,-75,-60,-75,-58,-75,-79,-91,-75,-88,-90,-72,-72,-72,-88,-72,-100,-82,-81,-81,-82,-80,-79,-93,-100,-100,-90,-100,-61,-82,-82,-87,-85,-87,-79,-71,-79,-80,-91,-84,-100,-82,-100,-92,-85,-90,-72,-71,-71,-71,-89,-89,-88,-88,-71,-81,-88,-87,-87,-85,-87,-90,-90,-86,-85,-89,-91,-89,-89,-85,-88,-89,-86,-87,-86,-100,-93,-100,-81,-100,-67,-100,-100,-88,-88,-87,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,650595758760
-79,-80,-85,-88,-89,-77,-81,-84,-89,-86,-87,-88,-90,-86,-87,-86,-77,-73,-77,-72,-60,-74,-60,-77,-80,-91,-78,-88,-90,-71,-71,-72,-88,-72,-100,-81,-81,-84,-86,-86,-86,-93,-100,-100,-90,-100,-59,-80,-81,-88,-82,-88,-73,-73,-74,-79,-91,-82,-100,-82,-100,-90,-81,-90,-71,-71,-72,-71,-81,-93,-88,-82,-74,-78,-89,-88,-88,-85,-90,-90,-90,-89,-85,-90,-91,-85,-89,-89,-84,-83,-86,-87,-88,-100,-93,-100,-72,-100,-67,-100,-100,-88,-88,-87,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,654436772144
-67,-66,-85,-88,-89,-67,-66,-82,-82,-82,-88,-88,-90,-86,-85,-87,-76,-75,-75,-74,-59,-74,-62,-77,-82,-91,-76,-88,-90,-71,-71,-72,-88,-72,-100,-81,-82,-82,-81,-79,-79,-93,-100,-100,-90,-100,-58,-82,-82,-86,-82,-86,-81,-71,-81,-79,-91,-83,-100,-82,-100,-90,-85,-90,-74,-72,-75,-68,-83,-94,-88,-83,-72,-85,-87,-85,-88,-85,-86,-90,-90,-89,-85,-89,-90,-87,-89,-86,-87,-87,-85,-87,-88,-100,-93,-100,-81,-100,-69,-100,-100,-88,-88,-87,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,717,658268367924
-81,-79,-85,-88,-89,-79,-75,-82,-82,-82,-88,-87,-85,-86,-94,-87,-76,-63,-76,-64,-57,-64,-59,-76,-83,-91,-76,-100,-100,-75,-75,-75,-88,-75,-100,-81,-83,-82,-86,-83,-84,-93,-100,-100,-89,-100,-58,-81,-83,-87,-82,-87,-81,-66,-75,-79,-100,-83,-100,-82,-100,-90,-85,-90,-67,-72,-58,-66,-84,-90,-100,-86,-65,-80,-89,-86,-88,-85,-85,-90,-90,-89,-89,-90,-89,-86,-89,-86,-87,-86,-86,-87,-88,-100,-93,-100,-75,-100,-68,-100,-100,-100,-88,-91,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,702,725874954096
-81,-80,-85,-89,-89,-79,-75,-82,-87,-82,-88,-86,-85,-91,-89,-87,-75,-65,-76,-65,-56,-64,-56,-76,-84,-91,-76,-100,-100,-76,-79,-78,-88,-77,-100,-83,-82,-82,-82,-82,-83,-93,-100,-100,-90,-100,-55,-82,-83,-88,-81,-86,-77,-69,-77,-79,-100,-81,-100,-81,-100,-90,-86,-90,-67,-69,-61,-69,-86,-91,-100,-86,-68,-78,-89,-86,-88,-85,-86,-90,-87,-89,-88,-88,-87,-86,-89,-85,-86,-85,-86,-87,-84,-100,-93,-100,-77,-100,-68,-100,-100,-100,-88,-91,-94,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,702,729699995709
-79,-81,-85,-89,-89,-81,-77,-84,-86,-82,-88,-86,-85,-87,-86,-87,-75,-68,-76,-69,-61,-68,-62,-75,-84,-91,-76,-100,-100,-72,-73,-74,-88,-73,-100,-81,-82,-83,-83,-82,-82,-93,-100,-100,-90,-100,-62,-81,-81,-88,-71,-89,-77,-67,-77,-65,-100,-69,-100,-70,-100,-90,-83,-90,-67,-66,-69,-66,-83,-86,-100,-82,-66,-81,-89,-88,-88,-85,-91,-90,-85,-89,-89,-88,-89,-85,-89,-89,-85,-84,-86,-87,-87,-100,-93,-100,-77,-100,-68,-100,-100,-100,-88,-86,-94,-86,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,702,733508322687
-79,-80,-85,-89,-89,-80,-77,-86,-84,-85,-88,-86,-85,-86,-84,-85,-76,-68,-77,-67,-56,-67,-55,-78,-84,-91,-77,-100,-100,-75,-75,-76,-88,-75,-100,-84,-83,-83,-87,-81,-82,-93,-100,-100,-90,-100,-56,-83,-83,-87,-71,-87,-80,-69,-76,-65,-100,-69,-100,-80,-100,-90,-83,-90,-69,-68,-64,-69,-83,-85,-100,-89,-70,-81,-88,-87,-88,-86,-89,-90,-85,-89,-89,-91,-92,-83,-89,-87,-83,-83,-86,-87,-87,-100,-93,-100,-79,-100,-68,-100,-100,-100,-88,-86,-94,-86,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,702,737320361071
-80,-80,-85,-89,-89,-79,-78,-82,-82,-83,-88,-86,-85,-85,-84,-84,-77,-69,-76,-69,-61,-70,-58,-77,-84,-91,-77,-100,-100,-74,-75,-75,-88,-77,-100,-82,-81,-80,-82,-82,-81,-93,-100,-100,-89,-100,-59,-81,-83,-90,-80,-88,-77,-71,-79,-65,-100,-79,-100,-79,-100,-90,-89,-90,-69,-68,-68,-71,-86,-85,-100,-89,-68,-81,-92,-87,-88,-85,-86,-90,-88,-89,-89,-91,-92,-84,-89,-85,-83,-84,-85,-87,-87,-100,-93,-100,-77,-100,-68,-100,-100,-100,-88,-86,-94,-86,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,111,702,741148799351
